Unnamed: 0,psf_over_re,obs_lr,obs_elr,e,n,Reff_fac,corr_lr,corr_elr
0,0.1,1.0,1.0,1.0,3.0,1.0,1.0654476432647775,1.0832826435905147
1,0.108,1.0,1.0,1.0,3.0,1.0,1.0748647535543265,1.0944384776895542
2,0.11599999999999999,1.0,1.0,1.0,3.0,1.0,1.0847342838511371,1.1060814407148596
3,0.124,1.0,1.0,1.0,3.0,1.0,1.095034988592164,1.1181896605415655
4,0.132,1.0,1.0,1.0,3.0,1.0,1.105746629683525,1.1307423572871782
5,0.14,1.0,1.0,1.0,3.0,1.0,1.1168497614221187,1.1437196016944104
6,0.14800000000000002,1.0,1.0,1.0,3.0,1.0,1.128325559039854,1.1571021229991165
7,0.15600000000000006,1.0,1.0,1.0,3.0,1.0,1.1401556809562126,1.170871154905958
8,0.16399999999999998,1.0,1.0,1.0,3.0,1.0,1.1523221576145148,1.1850083115132213
9,0.172,1.0,1.0,1.0,3.0,1.0,1.1648073016763316,1.199495487215431
10,0.18000000000000002,1.0,1.0,1.0,3.0,1.0,1.177593635668726,1.2143147761304782
11,0.188,1.0,1.0,1.0,3.0,1.0,1.1906638341137432,1.2294484076712835
12,0.196,1.0,1.0,1.0,3.0,1.0,1.2040006778419863,1.2448786956531739
13,0.204,1.0,1.0,1.0,3.0,1.0,1.2175870186825213,1.2605879988900368
14,0.212,1.0,1.0,1.0,3.0,1.0,1.2314057530833178,1.2765586916467806
15,0.22,1.0,1.0,1.0,3.0,1.0,1.2454398034863434,1.2927731426245783
16,0.228,1.0,1.0,1.0,3.0,1.0,1.2596721064845002,1.3092137013877931
17,0.236,1.0,1.0,1.0,3.0,1.0,1.2740856069415385,1.3258626913178055
18,0.244,1.0,1.0,1.0,3.0,1.0,1.288663257373628,1.342702408313649
19,0.252,1.0,1.0,1.0,3.0,1.0,1.3033880219815515,1.3597151245629735
20,0.26,1.0,1.0,1.0,3.0,1.0,1.3182428847923364,1.376883096787143
21,0.268,1.0,1.0,1.0,3.0,1.0,1.3332108614235465,1.3941885784269212
22,0.276,1.0,1.0,1.0,3.0,1.0,1.3482750140262192,1.4116138352845466
23,0.28400000000000003,1.0,1.0,1.0,3.0,1.0,1.3634184689964721,1.429141164177338
24,0.29200000000000004,1.0,1.0,1.0,3.0,1.0,1.3786244370732685,1.446752914189757
25,0.30000000000000004,1.0,1.0,1.0,3.0,1.0,1.3938762354625187,1.4644315101370804
26,0.30800000000000005,1.0,1.0,1.0,3.0,1.0,1.4091573116468479,1.4821594778759437
27,0.3160000000000001,1.0,1.0,1.0,3.0,1.0,1.4244512685570914,1.4999194711162256
28,0.3240000000000001,1.0,1.0,1.0,3.0,1.0,1.4397418907966624,1.517694299405909
29,0.332,1.0,1.0,1.0,3.0,1.0,1.4550131716239896,1.5354669569764412
30,0.34,1.0,1.0,1.0,3.0,1.0,1.4702493404117751,1.5532206521511893
31,0.348,1.0,1.0,1.0,3.0,1.0,1.4854348903151686,1.5709388370343371
32,0.35600000000000004,1.0,1.0,1.0,3.0,1.0,1.5005546058944599,1.5886052372122514
33,0.364,1.0,1.0,1.0,3.0,1.0,1.5155935904516353,1.6062038812141746
34,0.37200000000000005,1.0,1.0,1.0,3.0,1.0,1.5305372928543604,1.6237191294942621
35,0.38,1.0,1.0,1.0,3.0,1.0,1.5453715336356135,1.641135702712526
36,0.38799999999999996,1.0,1.0,1.0,3.0,1.0,1.5600825301724242,1.6584387091082207
37,0.396,1.0,1.0,1.0,3.0,1.0,1.5746569207628363,1.6756136707756184
38,0.40399999999999997,1.0,1.0,1.0,3.0,1.0,1.589081787436416,1.6926465486689217
39,0.412,1.0,1.0,1.0,3.0,1.0,1.6033446773501479,1.7095237661801996
40,0.42,1.0,1.0,1.0,3.0,1.0,1.617433622638426,1.7262322311516172
41,0.4280000000000001,1.0,1.0,1.0,3.0,1.0,1.6313371586028982,1.7427593562007762
42,0.4360000000000001,1.0,1.0,1.0,3.0,1.0,1.6450443401450476,1.7590930772555529
43,0.4440000000000001,1.0,1.0,1.0,3.0,1.0,1.658544756361499,1.7752218702123594
44,0.4520000000000001,1.0,1.0,1.0,3.0,1.0,1.6718285432389624,1.7911347656490522
45,0.4600000000000001,1.0,1.0,1.0,3.0,1.0,1.6848863944023833,1.8068213615407358
46,0.4680000000000001,1.0,1.0,1.0,3.0,1.0,1.6977095698861104,1.8222718339433035
47,0.47600000000000003,1.0,1.0,1.0,3.0,1.0,1.7102899029136016,1.8374769456255864
48,0.484,1.0,1.0,1.0,3.0,1.0,1.7226198046862948,1.8524280526464025
49,0.49200000000000005,1.0,1.0,1.0,3.0,1.0,1.7346922671966092,1.8671171088874425
